index,critical_temp
0,48.96007444464485
1,31.53576577700411
2,76.48964200709689
3,76.11346754883405
4,76.97728415153095
5,61.011323738058195
6,66.78932528602874
7,61.97789360478897
8,64.93247484185719
9,69.41526956380842
10,24.220974155638757
11,17.337759210572187
12,66.20443160554957
13,67.68250035765969
14,71.53690547175022
15,71.53690547175022
16,71.53690547175022
17,71.53690547175022
18,62.53012350963802
19,56.68649839638855
20,46.68195703287856
21,76.01716703293859
22,16.859275932528895
23,67.7670858096723
24,71.93424498928047
25,73.2746775810034
26,24.220974155638757
27,67.81680514083654
28,84.93266283186014
29,85.01313951735258
30,25.310572327632656
31,98.10585698941344
32,96.18855043182162
33,80.30668809136017
34,94.73264451763367
35,72.05513215364977
36,68.01367131348627
37,65.4737830120694
38,67.92728779660686
39,56.569970362185806
40,72.48075369533744
41,72.62512566289033
42,20.920581498100695
43,84.55062203635377
44,71.53690547175022
45,84.55062203635377
46,60.318733731202926
47,71.15870915298912
48,71.24140719954724
49,72.46720196956412
50,70.90233127560128
51,65.8469972262424
52,70.17989400176748
53,65.79186352516155
54,67.68250035765969
55,80.59395105841793
56,76.41654304741402
57,76.26858516939869
58,43.330738181614336
59,44.695678146016476
60,71.75437338807845
61,80.30668809136017
62,71.73449567891078
63,60.415699293901596
64,61.18690070445973
65,58.8507505415095
66,59.79982110645594
67,60.10759035580778
68,70.70806407647463
69,80.30668809136017
70,82.3736962305458
71,60.89355119111542
72,74.13171678253131
73,63.70665666755967
74,24.220974155638757
75,82.41264160150024
76,44.26193182398622
77,33.5866295419759
78,71.65520073040318
79,68.58263097415764
80,63.45662398717293
81,70.92496820113905
82,69.24530535155566
83,23.098383906419045
84,64.98133222788962
85,26.099423948243285
86,71.93424498928047
87,57.74639040904845
88,72.6087517378609
89,72.62955815757088
90,74.05726163160085
91,70.54078744033126
92,62.51549818897131
93,82.33503237910105
94,71.75301510317745
95,67.8563318087708
96,56.50077528368682
97,23.155236997542985
98,61.96076460173447
99,59.27671782415553
100,57.41950939599908
101,64.56022126661951
102,69.64113552461778
103,83.41043280592922
104,83.66130531338426
105,87.02246905400246
106,78.79275964409393
107,77.4332269723288
108,64.67420151257923
109,72.71739921263554
110,71.64059952882731
111,71.01194925590876
112,69.83999607465262
113,67.7908360729114
114,63.43626068621142
115,63.40081770149309
116,63.43626068621142
117,77.13256602903672
118,60.795169115292765
119,59.670776072512204
120,74.54337805988081
121,74.37058818774695
122,74.1240703996889
123,57.88902340277428
124,54.07342512050006
125,71.53690547175022
126,69.93622542354753
127,64.60593284034812
128,96.18855043182162
129,25.27161390992399
130,67.94350724592672
131,74.13171678253131
132,75.56798243485609
133,84.12798333318645
134,82.32568039937222
135,68.50956494808199
136,79.7027132514921
137,44.71866989598159
138,70.17989400176748
139,65.79186352516155
140,71.97445422017002
141,72.48436539812282
142,12.421653438658822
143,12.237614436618927
144,71.75437338807845
145,67.81680514083654
146,57.08441901407122
147,57.276422955153464
148,73.09215590291005
149,64.17236253276221
150,85.202248784484
151,81.93586756219514
152,80.23111739249913
153,73.7894286501548
154,77.80170449443972
155,71.53690547175022
156,67.29323747811546
157,65.31442457142418
158,61.39854221579456
159,56.4368110757397
160,56.623693688709274
161,74.13171678253131
162,69.01557694035948
163,47.05758710729792
164,45.761574359860006
165,56.514631083101406
166,52.71199473641021
167,64.51819135628605
168,63.102121074146005
169,67.94350724592672
