index,critical_temp
0,20.901107838544583
1,1.2844227729291693
2,48.83887743710079
3,44.333180637069944
4,47.647910546865454
5,50.847494648899655
6,43.0385119786401
7,30.295915510789808
8,35.2199490380346
9,59.11821859660102
10,-0.26842012093214496
11,-2.277330219567957
12,43.83997805084924
13,42.77525700749999
14,45.90169428493477
15,45.90169428493477
16,45.90169428493477
17,45.90169428493477
18,52.50442308915607
19,26.358452562780318
20,31.04258897297036
21,46.95455344786683
22,-4.708609974004748
23,45.25429506241704
24,46.293412763818154
25,48.75908625471722
26,-0.26842012093214496
27,42.676957989459076
28,64.05312677984813
29,64.50486585094687
30,8.683042981634653
31,95.75381309800476
32,99.37808529676897
33,63.19645061194835
34,84.12901967033385
35,46.41396809287616
36,42.78633509981168
37,44.345424958019976
38,45.48996814828636
39,40.651942125469645
40,57.14088448780073
41,56.65176800896077
42,2.1248545861496746
43,70.21067575158563
44,45.90169428493477
45,70.21067575158563
46,29.255240377032347
47,52.35316306538722
48,53.938662026688135
49,59.87137204725542
50,59.54091389485396
51,55.70219912054506
52,42.11369032221161
53,39.13817364818461
54,42.77525700749999
55,68.0574319262122
56,62.782925122313515
57,62.206599306839166
58,18.088807450703666
59,19.824993480779476
60,46.11523626746664
61,63.19645061194835
62,46.095632846235304
63,48.73575147667409
64,51.074784288390205
65,44.87128884339657
66,47.40487991186928
67,41.95341902864152
68,55.989215259813584
69,63.19645061194835
70,66.78376546663382
71,41.7904170539394
72,61.631019856667194
73,43.561131845040954
74,-0.26842012093214496
75,63.147577299868566
76,17.25539937000776
77,14.306075700662994
78,46.01760224180038
79,42.460010562752345
80,42.38282044565627
81,45.09501517672427
82,39.554712468525665
83,-0.4935599596667805
84,36.76016182489934
85,3.2267790855965734
86,46.293412763818154
87,37.134832254063824
88,46.97467582469315
89,46.99603266380991
90,46.932802424437234
91,54.70687306001623
92,52.1295565036852
93,68.29851719849454
94,60.319545697598215
95,59.15227894982125
96,35.700991513608365
97,-2.240341179295842
98,40.767381580635835
99,37.12645082095057
100,34.20678218574259
101,44.11774246921456
102,50.21893030467212
103,74.55236657402845
104,72.07140747523022
105,76.82836790857338
106,69.92812772159493
107,67.86585430969811
108,39.53630147378135
109,55.87665319577133
110,55.94343566441598
111,55.97535925485503
112,56.03451591424618
113,41.75585304566161
114,51.090443317139055
115,48.92644583441577
116,51.090443317139055
117,55.25233265098844
118,44.67457536378065
119,43.506724628941754
120,50.39179975228886
121,50.22961253711303
122,50.00079217866153
123,40.64659032156179
124,35.90669865479785
125,45.90169428493477
126,39.47515579231468
127,56.74021885089955
128,99.37808529676897
129,5.1798526759746615
130,48.953334320752504
131,61.631019856667194
132,65.00376852097237
133,75.81086506561357
134,73.50961408158997
135,42.13710019713529
136,62.479106792479655
137,26.60450737273138
138,42.11369032221161
139,39.13817364818461
140,46.333438893653486
141,46.84743626716504
142,-6.289148582396277
143,-5.442585588366198
144,46.11523626746664
145,42.676957989459076
146,37.70666164224178
147,37.26972196001212
148,55.00109335529554
149,33.563135592164244
150,69.45520740740974
151,66.06839567822912
152,64.44452465315864
153,62.66366321942302
154,54.97840743243427
155,45.90169428493477
156,40.136950648494825
157,38.83132244678819
158,36.40001383351758
159,39.47278086198605
160,40.46521540142675
161,61.631019856667194
162,60.017061168128336
163,26.67688771261693
164,25.924145766922027
165,61.83988589287364
166,59.39389345044038
167,41.686404870158896
168,42.45956046934939
169,48.953334320752504
170,46.74768888973426
171,53.25548534377634
172,42.09459497185888
173,-4.327978872143933
174,2.7295907162654167
175,-0.3578540799314829
176,13.731918105629356
177,16.647511281839105
178,46.4951389462634
179,3.6307956254387834
180,47.83773249925562
181,12.423846604544597
182,2.06788005352311
183,5.9582005870608565
184,36.70632012605192
185,36.90985705170324
186,38.282842990798045
187,38.90826429961616
188,43.04812231369641
189,42.60424409690009
190,43.858873509064956
191,1.54275786789762
192,42.585413181610754
193,45.90169428493477
194,80.27689534060931
195,77.72767806232648
196,89.66374888400505
197,89.85231373937702
198,46.910863561862904
199,46.8263788503261
200,58.66194506074861
201,49.58618672521006
202,63.06072462509925
203,58.51551690461032
204,44.979706526974866
205,64.65396257792786
206,41.1914698755925
207,48.953334320752504
208,50.00079217866153
209,68.29851719849454
210,47.35082647821607
211,42.147531455929155
212,41.358138348598274
213,46.095632846235304
214,42.201406737764664
215,39.821780615339904
216,50.22699398263434
217,37.27177369447691
218,48.953334320752504
219,1.0462657972446
220,46.4951389462634
221,3.6307956254387834
222,-0.26842012093214496
223,42.972461947409
224,43.60128555455939
225,44.471005263997746
226,45.90169428493477
227,42.57971068866209
228,80.14757818443952
229,43.07151590975532
230,6.443284492286817
231,37.729178217581364
232,38.681255018711205
233,42.18830875686066
234,42.967297112776706
235,43.18095495572063
236,36.54310709856373
237,37.53900053843395
238,39.42285623411206
239,43.55236653918305
